immigrant,domestic,date,time,link
+ 03 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh.,"+ 172 ca ghi nhận trong nước tại TP. Hồ Chí Minh (43), Bình Dương (24), Tiền Giang (22), Đồng Tháp (21), Quảng Ngãi (21), Bắc Giang (12), Nghệ An (12), Long An (4), Đồng Nai (4), Bắc Ninh (2), Phú Yên (2), Bình Thuận (1), Lạng Sơn (1), Hưng Yên (1), Hà Tĩnh (1), Bà Rịa - Vũng Tàu (1); trong đó 137 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-29,2021-06-29 18:40:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=6
"+ 08 ca cách ly ngay sau khi nhập cảnh tại Khánh Hòa (5) và Kiên Giang (2), An Giang (1).","+ 94 ca ghi nhận trong nước tại: TP. Hồ Chí Minh (54), Hưng Yên (14), Bắc Giang (11), Hà Tĩnh (8), Bắc Ninh (3), Hải Phòng (2), Đồng Tháp (1), Lạng Sơn (1); trong đó 82 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-29,2021-06-29 12:30:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=6
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (58), Phú Yên (18), Long An (8), Bắc Giang (4), Hà Tĩnh (3), Nghệ An (2), Trà Vinh (1), Vĩnh Long (1); trong đó 89 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-29,2021-06-29 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=6
"+ 06 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh (3), Khánh Hòa (1), Quảng Trị (1), An Giang (1).","+ 139 ca ghi nhận trong nước tại TP. Hồ Chí Minh (62), Quảng Ngãi (20), Bắc Giang (12), Đồng Nai (11), Bình Dương (8 ), Bắc Ninh (8 ), Hà Tĩnh (7), Bình Thuận (6), Hưng Yên (2), Hải Phòng (1), Đồng Tháp (1), Đắk Lắk (1); trong đó 109 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-28,2021-06-28 18:55:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=6
+ 03 ca cách ly ngay sau khi nhập cảnh tại Kiên Giang.,"+ 146 ca ghi nhận trong nước tại TP. Hồ Chí Minh (94), Bình Dương (32), Bắc Giang (12), Bắc Ninh (4), Nghệ An (2), Hòa Bình (1), Đà Nẵng (1); trong đó 137 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-28,2021-06-28 12:15:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=6
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (62), Phú Yên (10), Nghệ An (9), Long An (6), Bắc Ninh (4), Lạng Sơn (2), Quảng Ninh (2), Bắc Giang (2); trong đó 94 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-28,2021-06-28 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=6
"+ 09 ca cách ly ngay sau khi nhập cảnh tại: Kiên Giang (4), Tây Ninh (3), Khánh Hòa (2).","+ 188 ca ghi nhận trong nước tại: TP. Hồ Chí Minh (95), Bình Dương (36), Bắc Giang (15), Quảng Ngãi (15), Phú Yên (8 ), Hưng Yên (7), Bắc Ninh (6), Nghệ An (4), Đà Nẵng (2); trong đó 170 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-27,2021-06-27 18:45:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=6
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (65), Hưng Yên (8 ), Bắc Giang (2), Bắc Kạn (1); trong đó 71 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-27,2021-06-27 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=6
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (40), Long An (7), Bắc Giang (3); trong đó 43 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-27,2021-06-27 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
"+ 08 ca cách ly ngay sau khi nhập cảnh tại Quảng Ninh (4), Kiên Giang (2), Tây Ninh (1), Hà Nội (1).","+ 115 ca ghi nhận trong nước tại TP. Hồ Chí Minh (58), Nghệ An (11), Phú Yên (10), Đồng Tháp (8 ), Đà Nẵng (7), Quảng Ngãi (6), Bắc Giang (5), Bình Dương (5), Bình Thuận (2), Hà Nội (2), Bắc Ninh (1); trong đó 108 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-26,2021-06-26 19:35:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
- 01 ca cách ly ngay sau khi nhập cảnh tại An Giang.,"- 36 ca ghi nhận trong nước tại Hưng Yên (11), Hà Tĩnh (7), Bắc Giang (6), Long An (5), Bắc Ninh (4), Hải Phòng (2), Cần Thơ (1); trong đó 18 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-26,2021-06-26 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
- 02 ca cách ly ngay sau khi nhập cảnh tại Khánh Hoà.,"- 13 ca ghi nhận trong nước tại Bắc Giang (5), Tây Ninh (5), Long An (2), Thái Bình (1); trong đó 05 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-26,2021-06-26 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
"- 08 ca cách ly ngay sau khi nhập cảnh tại TP. Hồ Chí Minh (4), Quảng Nam (3), Tây Ninh (1).","- 94 ca ghi nhận trong nước tại TP. Hồ Chí Minh (54), Bình Dương (8 ), Tiền Giang (8 ), Nghệ An (6), Đà Nẵng (5), Bắc Ninh (4), Bắc Giang (3), Hải Phòng (2), Đồng Tháp (2), Lạng Sơn (1), Thái Bình (1); trong đó 85 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-25,2021-06-25 19:10:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
"- 03 ca cách ly ngay sau khi nhập cảnh tại Kiên Giang (1), Quảng Ninh (1), An Giang (1).","- 109 ca ghi nhận trong nước tại TP. Hồ Chí Minh (50), Long An (21), Bắc Giang (18), Bình Dương (12), Hưng Yên (3), Phú Yên (2), Bắc Ninh (2), Quảng Ninh (1); trong đó 106 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-25,2021-06-25 12:20:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
- 12 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh.,"- 79 ca ghi nhận trong nước tại TP. Hồ Chí Minh (57), Bình Dương (10), Bình Thuận (5), Gia Lai (2), Quảng Ninh (1), Bắc Giang (1), Khánh Hòa (1), Long An (1), Hải Phòng (1); trong đó 60 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-25,2021-06-25 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
,"Ghi nhận trong nước tại Hồ Chí Minh (61), Đà Nẵng (20), Tiền Giang (9), Phú Yên ( 8 ), Bắc Giang (9), Bắc Ninh (2), Nghệ An (5), Thái Bình (1), Hải Phòng (1); trong đó 105 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả. 75 bệnh nhân được công bố khỏi bệnh.",2021-06-24,2021-06-24 18:30:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
- 01 ca cách ly ngay sau khi nhập cảnh tại Hà Nội.,"- 126 ca ghi nhận trong nước tại TP. Hồ Chí Minh (75), Bình Dương (27), Bắc Giang (16), Bắc Ninh (5), Hưng Yên (2), Thái Bình (1); trong đó 119 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-24,2021-06-24 12:20:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
"- 05 ca cách ly ngay sau khi nhập cảnh tại Khánh Hòa (4), Tây Ninh (1).","- 37 ca ghi nhận trong nước tại TP. Hồ Chí Minh (26), Thái Bình (3), Bắc Giang (3), Tây Ninh (2), Long An (2), Khánh Hòa (1); trong đó 28 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-24,2021-06-24 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=7
"- 03 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh (2), Kiên Giang (1).","- 82 ca ghi nhận trong nước tại TP. Hồ Chí Minh (61), Đà Nẵng (6), Bắc Ninh (4), Long An (3), Nghệ An (5), Kiên Giang (2), Bắc Giang (1); trong đó 81 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-23,2021-06-23 18:30:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (40), Bình Dương (23), Bắc Giang (8), Hưng Yên (4), Lào Cai (2), Long An (2), Bắc Kạn (1); trong đó 70 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-23,2021-06-23 12:23:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (51), Bắc Giang (2), Nghệ An (2); trong đó 45 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-23,2021-06-23 05:50:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
"- 09 ca cách ly ngay sau khi nhập cảnh tại Trà Vinh (5), Ninh Bình (2), Kiên Giang (2).","- 88 ca ghi nhận trong nước tại TP. Hồ Chí Minh (63), Bắc Giang (12), Bắc Ninh (9), Hưng Yên (2), Nghệ An (1), Hà Nội (1); trong đó 84 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-22,2021-06-22 18:45:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
"- 05 ca cách ly ngay sau khi nhập cảnh tại Vĩnh Long (3), Cà Mau (1), An Giang (1).","- 95 ca ghi nhận trong nước tại TP. Hồ Chí Minh (37), Bình Dương (33), Bắc Giang (10), Tiền Giang (5), Đà Nẵng (4), Hà Tĩnh (2), Bắc Ninh (1), Vĩnh Long (1), Long An (1), Đồng Nai (1); trong đó 89 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-22,2021-06-22 12:40:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (36), Bắc Giang (9), Nghệ An (1), Gia Lai (1); trong đó 44 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-22,2021-06-22 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
"- 02 ca cách ly ngay sau khi nhập cảnh tại Kiên Giang (1), An Giang (1).","- 133 ca ghi nhận trong nước tại TP. Hồ Chí Minh (70), Bắc Giang (30), Bình Dương (21), Bắc Ninh (6), Đà Nẵng (4), Hưng Yên (2); trong đó 130 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-21,2021-06-21 18:20:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
- 02 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh.,"- 88 ca ghi nhận trong nước tại TP. Hồ Chí Minh (63), Bắc Giang (16), Nghệ An (4), Bắc Ninh (3), Hà Tĩnh (2); trong đó 87 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-21,2021-06-21 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
- 01 ca cách ly ngay sau khi nhập cảnh tại Hải Dương.,"- 46 ca ghi nhận trong nước tại TP. Hồ Chí Minh (33), Bắc Giang (5), Bắc Ninh (4), Tiền Giang (2), Nghệ An (1), Trà Vinh (1); trong đó 41 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-21,2021-06-21 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (57), Bắc Giang (23), Đà Nẵng (9), Bắc Ninh (3), Nghệ An (2); trong đó 83 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-20,2021-06-20 18:30:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=8
"- 09 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh (4), Thái Bình (2), Kiên Giang (2), Bình Dương (1).","- 130 ca ghi nhận trong nước tại Bắc Giang (53), TP. Hồ Chí Minh (34), Đà Nẵng (18), Bình Dương (13), Bắc Ninh (9), Hà Tĩnh (1), Quảng Nam (1); trong đó 127 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-20,2021-06-20 12:40:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=9
- 02 ca cách ly ngay sau khi nhập cảnh tại An Giang.,"- 76 ca ghi nhận trong nước tại TP. Hồ Chí Minh (46), Bắc Giang (20), Bắc Ninh (7), Nghệ An (3); trong đó 71 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-20,2021-06-20 05:52:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=9
"- 12 ca cách ly ngay sau khi nhập cảnh tại Ninh Bình (8 ), Đà Nẵng (2), An Giang (1), Quảng Nam (1).","- 90 ca ghi nhận trong nước tại TP. Hồ Chí Minh (31), Bắc Giang (18), Bình Dương (18), Bắc Ninh (7), Đà Nẵng (5), Long An (3), Lạng Sơn (2), Đồng Nai (2), Hà Tĩnh (2), Nghệ An (1), Nam Định (1); trong đó 81 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-19,2021-06-19 19:40:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=9
"- 03 ca cách ly ngay sau khi nhập cảnh tại Thanh Hóa (1), Hà Nam (1), Tây Ninh (1).","-119 ca ghi nhận trong nước tại TP. Hồ Chí Minh (64), Bắc Giang (22), Bắc Ninh (14), Long An (3), Hòa Bình (2), Nghệ An (2), Lào Cai (1), Hà Nội (1); trong đó 91 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-06-19,2021-06-19 12:26:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=9
