immigrant,domestic,date,time,link
"+ 18 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh (9), TP. Hồ Chí Minh (7), Hải Dương (1), Bắc Kạn (1).","+ 2.454 ca ghi nhận trong nước tại TP. Hồ Chí Minh (1.756), Bình Dương (281), Đồng Nai (75), Long An (48), Tây Ninh (42), Bà Rịa - Vũng Tàu (41), Vĩnh Long (38), Đồng Tháp (36), Tiền Giang (31), Khánh Hoà (29), Bến Tre (17), Phú Yên (16), Cần Thơ (12), Kiên Giang (10), Hà Nội (9), Bình Định (4), Sóc Trăng (3), An Giang (3), Bắc Ninh (1),  Đắk Nông (1), Bắc Giang (1); trong đó 2.226 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-18,2021-07-18 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
"+ 12 ca cách ly ngay sau khi nhập cảnh tại TP. Hồ Chí Minh (8 ), Hà Nội (2), Kiên Giang (1), An Giang (1).","+ 1.600 ca ghi nhận trong nước tại TP. Hồ Chí Minh (1.017), Đồng Tháp (139), Long An (134), Khánh Hòa (78), Đồng Nai (64), Đà Nẵng (33), Phú Yên (30), Bà Rịa - Vũng Tàu (23), Trà Vinh (15), Hưng Yên (13), Hà Nội (13), Gia Lai (5), Bình Thuận (5), An Giang (5), Hà Nam (5), Đắk Nông (4), Hải Phòng (3), Bình Phước (3), Quảng Ngãi (3), Bắc Ninh (2), Cần Thơ (2), Bắc Giang (1), Lạng Sơn (1), Ninh Thuận (1), Vĩnh Phúc (1); trong đó 1.279 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-17,2021-07-17 19:20:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
+ 01 ca cách ly ngay sau khi nhập cảnh tại An Giang.,"+ 2.105 ca ghi nhận trong nước tại TP. Hồ Chí Minh (1.769), Bình Dương (124), Đồng Nai (43), Vĩnh Long (42), Đồng Tháp (41), Bến Tre (34), Khánh Hòa (22), Bình Phước (7), Sóc Trăng (6), Cần Thơ (4), An Giang (3), Hà Nội (2), Bắc Ninh (2), Bình Định (2), Phú Yên (1), Lâm Đồng (1), Đắk Nông (1), Gia Lai (1); trong đó 1.680 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-17,2021-07-17 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
"+ 15 ca cách ly ngay sau khi nhập cảnh tại TP. Hồ Chí Minh (6), Quảng Ninh (5), Thanh Hóa (3), Hà Nội (1).","+ 1.883 ca ghi nhận trong nước tại TP. Hồ Chí Minh (1.349), Tiền Giang (146), Bình Dương (113), Đồng Tháp (92), Đà Nẵng (39), Tây Ninh (33), Phú Yên (22), Hưng Yên (15), Vĩnh Long (13), Cần Thơ (11), Nghệ An (10), Bình Thuận (9), Bắc Ninh (7), Quảng Ngãi (4), Ninh Thuận (3), Bình Phước (3), Hà Nội (3), Trà Vinh (2), Cà Mau (2), Bắc Giang (2), Thanh Hóa (1), Lâm Đồng (1), Lào Cai (1), Đắk Lắk (1), Vĩnh Phúc (1); trong đó 1.665 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-16,2021-07-16 18:50:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (1.071), Đồng Nai (72), Đồng Tháp (66), Khánh Hòa (57), Bình Dương (53), Vĩnh Long (36), Phú Yên (22), Bến Tre (15), Bình Phước (10), Kiên Giang (8 ), Cần Thơ (8 ), Hậu Giang (7), Nghệ An (6), Hà Nội (3), Đắk Nông (1), Lạng Sơn (1), An Giang (1), Lâm Đồng (1); trong đó 1.274 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-16,2021-07-16 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
"+ 33 ca cách ly ngay sau khi nhập cảnh tại Thanh Hóa (19), HCM (10), Hà Nội (2), Quảng Nam (1), Bình Định (1).","+ 1.889 ca ghi nhận trong nước tại TP. Hồ Chí Minh (1.399), Bình Dương (122), Đồng Tháp (63), Đồng Nai (60), Long An (41), Đà Nẵng (33), Bến Tre (30), Phú Yên (30), Vĩnh Long (17), Bình Thuận (17), Bình Phước (13), Hưng Yên (12), Cần Thơ (11), Ninh Thuận (10), Hà Nội (7), Sóc Trăng (4), Quảng Ngãi (4), Khánh Hòa (4), Bắc Ninh (3), Trà Vinh (3), Bình Định (1), Cà Mau (1), Vĩnh Phúc (1), Lâm Đồng (1), Đắk Lắk (1), Bắc Giang (1); trong đó 1.685 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-15,2021-07-15 20:20:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
"+ 04 ca cách ly ngay sau khi nhập cảnh tại An Giang (2), Ninh Bình (1), Bà Rịa - Vũng Tàu (1).","+ 801 ca ghi nhận trong nước tại TP. Hồ Chí Minh (603), Đồng Nai (72), Đồng Tháp (36), Phú Yên (18), Khánh Hòa (18), Bà Rịa - Vũng Tàu (17), Hà Nội (11), Hưng Yên (10), An Giang (8), Ninh Thuận (7), Đắk Nông (1); trong đó 725 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-15,2021-07-15 05:50:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
"+ 06 ca cách ly ngay sau khi nhập cảnh tại Thanh Hóa (3), Quảng Nam (2), Hà Nội (1).","+ 823 ca ghi nhận trong nước tại TP. Hồ Chí Minh (592), Bình Dương (73), Đồng Tháp (42), Đồng Nai (38), Đà Nẵng (15), Sóc Trăng (12), Bình Thuận (9), Kiên Giang (9), Cần Thơ (8 ), Phú Yên (6), Hà Nội (4), Quảng Ngãi (4), Nghệ An (3), Trà Vinh (2), Hà Tĩnh (1), Cà Mau (1), Bắc Giang (1), Bắc Ninh (1), Lạng Sơn (1), Bình Phước (1); trong đó 726 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-14,2021-07-14 18:40:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
,"Ghi nhận trong nước tại TP. Hồ Chí Minh (971), Tiền Giang (115), Đồng Tháp (91), Phú Yên (8 ), Bến Tre (3), Bắc Giang (2), Huế (1), Vĩnh Phúc (1), Lào Cai (1), Lâm Đồng (1), Nghệ An (1), Hà Nội (1); trong đó 1.095 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-14,2021-07-14 12:35:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
+ 04 ca cách ly ngay sau khi nhập cảnh tại Bình Định.,"+ 905 ca ghi nhận trong nước tại TP. Hồ Chí Minh (666), Đồng Nai (80), Khánh Hoà (44), Bến Tre (43), Bà Rịa – Vũng Tàu (19), Phú Yên (18), Vĩnh Long (17), Ninh Thuận (4), Tây Ninh (4), Kiên Giang (2), Huế (2), An Giang (2), Bắc Ninh (2), Sóc Trăng (1), Bình Định (1); trong đó 688 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-14,2021-07-14 05:50:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=1
+ 03 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh.,"+ 849 ca ghi nhận trong nước tại TP. Hồ Chí Minh (546), Bình Dương (186), Long An (49), Đồng Tháp (19), Phú Yên (15), Hưng Yên (8 ), Hà Nội (6), Cần Thơ (5), An Giang (4), Đà Nẵng (4), Trà Vinh (3), Kiên Giang (3), Bắc Giang (1); trong đó 759 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-13,2021-07-13 18:10:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
+ 01 ca cách ly ngay sau khi nhập cảnh tại Thanh Hóa.,"+ 982 ca ghi nhận trong nước tại TP. Hồ Chí Minh (886), Long An (29), Bà Rịa – Vũng Tàu (27), Đồng Tháp (12), Bến Tre (11), Phú Yên (4), Quảng Ngãi (2), Bình Thuận (2), Bắc Ninh (2), Nam Định (1), Nghệ An (1), Bắc Giang (1), Hà Nội (1), Lào Cai (1), Bình Phước (1), Thanh Hóa (1); trong đó 920 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-13,2021-07-13 12:57:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
+ 01 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh.,"+ 465 ca ghi nhận trong nước tại TP. Hồ Chí Minh (365), Long An (52), Vĩnh Long (23), Đồng Nai (12), Phú Yên (7), Tây Ninh (5), Hà Nội (1); trong đó 416 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-13,2021-07-13 06:20:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
+ 06 ca cách ly ngay sau khi nhập cảnh tại Bình Định.,"+ 603 ca ghi nhận trong nước tại TP. Hồ Chí Minh (341), Bình Dương (128), Khánh Hòa (31), Tiền Giang (26), Phú Yên (17), Đà Nẵng (14), Trà Vinh (8 ), Hậu Giang (8 ), Quảng Ngãi (7), Sóc Trăng (4), Bắc Ninh (4), An Giang (3), Hà Nội (3), Thanh Hóa (2), Đồng Tháp (2), Nam Định (2), Bình Phước (2), Đắk Nông (1); trong đó 520 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-12,2021-07-12 19:07:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
"+ 07 ca cách ly ngay sau khi nhập cảnh tại Tây Ninh (5), Hải Phòng (1), Hoà Bình (1).","+ 1.105 ca ghi nhận trong nước tại TP. Hồ Chí Minh (879), Đồng Nai (82), Tiền Giang (49), Đồng Tháp (38), Hà Nội (26), Phú Yên (9), Bắc Giang (7), Hưng Yên (7), Tây Ninh (3), Bạc Liêu (2), Bình Phước (1), Sóc Trăng (1), Vĩnh Phúc (1); trong đó 998 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-12,2021-07-12 12:55:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
"+ 03 ca cách ly ngay sau khi nhập cảnh tại Vĩnh Long (2), An Giang (1).","+ 659 ca ghi nhận trong nước tại TP. Hồ Chí Minh (544), Tiền Giang (43), Khánh Hoà (27), Vĩnh Long (26), An Giang (8), Bình Phước (5), Phú Yên (4), Huế (1), Nghệ An (1); trong đó 478 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-12,2021-07-12 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
"+ 06 ca cách ly ngay sau khi nhập cảnh tại Kiên Giang (2), Khánh Hòa (2), Bình Định (1), Ninh Bình (1).","+ 707 ca ghi nhận trong nước tại TP. Hồ Chí Minh (354), Bình Dương (195), Đồng Tháp (50), Long An (46), Phú Yên (32), Bắc Ninh (7), Đà Nẵng (6), Bắc Giang (4), Sóc Trăng (3), Trà Vinh (2), Ninh Thuận (2), Quảng Ngãi (2), Lâm Đồng (1), Bình Định (1), Cần Thơ (1), Hà Nội (1); trong đó 445 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-11,2021-07-11 19:07:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
+ 01 ca cách ly ngay sau khi nhập cảnh tại Bà Rịa - Vũng Tàu.,"+ 632 ca ghi nhận trong nước tại TP. Hồ Chí Minh (600), Bắc Giang (9), Hà Nội (6), Hưng Yên (3), Bà Rịa - Vũng Tàu (3), Ninh Thuận (2), Hà Tĩnh (2), Bình Thuận (2), Bình Định (1), Đắk Nông (1), Lâm Đồng (1), Hải Phòng (1), Thanh Hóa (1); trong đó 482 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-11,2021-07-11 12:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
+ 01 ca cách ly ngay sau khi nhập cảnh tại An Giang.,"+ 606 ca ghi nhận trong nước tại TP. Hồ Chí Minh (443), Tiền Giang (46), Vĩnh Long (43), Bình Dương (39), Hậu Giang (9), Bến Tre (7), An Giang (7), Phú Yên (4), Bắc Ninh (3), Bình Phước (2), Cà Mau (1), Quảng Nam (1), Bạc Liêu (1); trong đó 434 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-11,2021-07-11 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
+ 02 ca cách ly ngay sau khi nhập cảnh tại Kiên Giang.,"+ 461 ca ghi nhận trong nước tại TP. Hồ Chí Minh (200), Bình Dương (140), Long An (33), Đồng Nai (19), Phú Yên (18), Quảng Ngãi (14), Khánh Hòa (13), Đồng Tháp (8 ), Hà Nội (5), Bình Phước (4), Tây Ninh (3), Bà Rịa – Vũng Tàu (1), Bình Định (1), Vĩnh Phúc (1), Thái Bình (1); trong đó 383 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-10,2021-07-10 19:10:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=2
+ 02 ca cách ly ngay sau khi nhập cảnh tại Trà Vinh.,"+ 790 ca ghi nhận trong nước tại TP. Hồ Chí Minh (600), Tiền Giang (75), Đồng Tháp (50), Vĩnh Long (26), Sóc Trăng (7), Hưng Yên (7), Phú Yên (7), Bắc Giang (4), Trà Vinh (2), Cà Mau (2), Bắc Ninh (2), Ninh Thuận (1), Bạc Liêu (1), Kiên Giang (1), Bình Định (1), Hà Tĩnh (1), Thanh Hoá (1), Thái Bình (1), Hà Nam (1); trong đó 703 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-10,2021-07-10 13:12:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=3
"+ 05 ca cách ly ngay sau khi nhập cảnh tại Quảng Nam (2), Tây Ninh (2), Hà Nội (1).","+ 593 ca ghi nhận trong nước tại TP. Hồ Chí Minh (520), Đồng Nai (18), Khánh Hòa (15), Bà Rịa – Vũng Tàu (11), An Giang (10), Phú Yên (8 ), Bình Phước (4), Bến Tre (2), Hà Nội (2), Thanh Hóa (2), Tây Ninh (1); trong đó 409 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-10,2021-07-10 05:30:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=3
+ 01 ca cách ly ngay sau khi nhập cảnh tại Đồng Tháp.,"+ 590 ca ghi nhận trong nước tại TP. Hồ Chí Minh (400), Long An (40), Tiền Giang (34), Đồng Tháp (32), Khánh Hòa (25), Phú Yên (22), Hưng Yên (8 ), Bình Dương (7), Cần Thơ (6), Bắc Ninh (5), Hậu Giang (4), Sóc Trăng (2), Đắk Nông (1), Bình Phước (1), Đà Nẵng (1), Nghệ An (1), Bắc Giang (1); trong đó 500 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-09,2021-07-09 19:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=3
"+ 06 ca cách ly ngay sau khi nhập cảnh tại Hà Tĩnh (3), Quảng Nam (2), Kiên Giang (1).","+ 603 ca ghi nhận trong nước tại TP. Hồ Chí Minh (479), Bình Dương (66), Đồng Nai (17), Bắc Giang (9), Trà Vinh (8 ), Bắc Ninh (7), Quảng Ngãi (7), Bà Rịa - Vũng Tàu (4), Hà Nội (2), Vĩnh Phúc (1), Bạc Liêu (1), Lâm Đồng (1), Thanh Hóa (1); trong đó 480 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-09,2021-07-09 12:20:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=3
"+ 02 ca cách ly ngay sau khi nhập cảnh tại Thái Bình (1), An Giang (1).","+ 423 ca ghi nhận trong nước tại TP. Hồ Chí Minh (350), Long An (37), Đồng Nai (15), Phú Yên (6), An Giang (5), Khánh Hòa (4), Bắc Ninh (3), Vĩnh Phúc (1), Gia Lai (1), Bạc Liêu (1); trong đó 377 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-09,2021-07-09 06:00:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=3
"+ 07 ca cách ly ngay sau khi nhập cảnh tại Khánh Hòa (3), Kiên Giang (2), Tây Ninh (2).","+ 638 ca ghi nhận trong nước tại TP. Hồ Chí Minh (481), Bình Dương (55), Khánh Hòa (25), Đồng Tháp (17), Vĩnh Long (17), Phú Yên (11), Bắc Giang (6), Cà Mau (4), Quảng Ngãi (4), Bắc Ninh (4), Hà Nội (4), Bình Phước (3), Hưng Yên (2), Tây Ninh (1), Hậu Giang (1), Kiên Giang (1), Bình Thuận (1), Bến Tre (1); trong đó 615 ca được phát hiện trong khu cách ly hoặc khu đã được phong toả.",2021-07-08,2021-07-08 18:40:00,https://ncov.moh.gov.vn/en/dong-thoi-gian?p_p_id=com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_delta=10&p_r_p_resetCur=false&_com_liferay_asset_publisher_web_portlet_AssetPublisherPortlet_INSTANCE_nf7Qy5mlPXqs_cur=3
